Stock No,v_name,price,chassis,Model,Make,Boby type,Transmission,Model Year,Mileage,Location,Drive,Engine Size,Steering,Color,Fuel,Seats,Doors,Dimension,Weight, Scrap Date,Source,Link
A0309383,Volkswagen Golf 2007,$2000,1KBLP-005960,GOLF,Volkswagen,Hatchback ,Automatic,2007,93050km,Japan,two wheel drive,1600,Right Hand, ,petrol,5,5,4.20×1.76×1.52 m,NA,2023-10-20 15:10:11,ufsauto,https://ufsauto.com/a0309383-volkswagen-golf-2007.html
A0309375,Honda Fit 2009,$1900,GE6-1263513,FIT,Honda,Hatchback ,Automatic,2009,137069km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:11,ufsauto,https://ufsauto.com/a0309375-honda-fit-2009.html
A0309386,Audi Q5 2009,$6400,8RCDNF-034439,Q5,Audi,Hatchback ,Automatic,2009,155000km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.65×1.90×1.66 m,NA,2023-10-20 15:10:11,ufsauto,https://ufsauto.com/a0309386-audi-q5-2009.html
A0309377,Honda Fit 2008,$1900,GE6-1106725,FIT,Honda,Hatchback ,Automatic,2008,168586km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:11,ufsauto,https://ufsauto.com/a0309377-honda-fit-2008.html
A0309379,Mazda Cx-5 2014,$0,KE2FW-140614,CX-5,Mazda,Hatchback ,Automatic,2014,68900km,Reserved,two wheel drive,2200,Right Hand, ,petrol,5,5,4.54×1.84×1.70m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309379-mazda-cx-5-2014.html
A0309395,2006 HONDA FIT,$1600,GD1-2340814,Fit,Honda,Hatchback ,Automatic,2006,118161km,Japan,2wd,1300,Right hand,Gray ,Petrol,5,5,3.84×1.67×1.52 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309395-honda-fit-2006.html
A0309376,Bmw Mini 2006,$1600,RA16-0TN95451,MINI,BMW,Hatchback ,Automatic,2006,91859km,Japan,two wheel drive,1600,Right Hand, ,petrol,4,5,3.63×1.69×1.42 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309376-bmw-mini-2006.html
A0309399,2005 TOYOTA HIACE VAN,$5700,KDH200-5002532,Hiace Van,Toyota,Van ,Automatic,2005,309114km,Japan,2wd,2500,Right hand,Silver ,Diesel,5,5,4.83×1.69×1.98 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309399-toyota-hiace-van-2005.html
A0309348,Toyota Alphard 2007,$3300,ANH10-0170849,ALPHARD,Toyota,Hatchback ,Automatic,2007,225337km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309348-toyota-alphard-2007.html
A0309384,Volkswagen Polo 2010,$3000,6RCBZ-004166,POLO,Volkswagen,Hatchback ,Automatic,2010,170455km,Japan,two wheel drive,1200,Right Hand, ,petrol,5,5,3.99mx1.68mx1.47m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309384-volkswagen-polo-2010.html
A0309400,2017 TOYOTA AQUA,$0,NHP10-6633390,Aqua,Toyota,Hatchback ,Automatic,2017,115776km,Reserved,2wd,1500,Right hand,Silver ,Petrol,5,5,4.05×1.69×1.45 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309400-toyota-aqua-2017.html
A0309385,Honda Fit 2014,$0,GK3-1048918,FIT,Honda,Hatchback ,Automatic,2014,125350km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.95×1.69×1.52 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309385-honda-fit-2014.html
A0309347,Mazda Demio 2012,$2400,DEJFS-134538,DEMIO,Mazda,Hatchback ,Automatic,2012,54639km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.47 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309347-mazda-demio-2012.html
A0309349,Mazda Demio 2011,$2400,DEJFS-117953,DEMIO,Mazda,Hatchback ,Automatic,2011,117854km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.47 m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309349-mazda-demio-2011.html
B0309100,Mazda Demio 2007,$1800,DE3FS-116891,DEMIO,Mazda,Hatchback ,Automatic,2007,47205km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/b0309100-mazda-demio-2007.html
A0309350,Mazda Cx-5 2014,$0,KE2FW-140120,CX-5,Mazda,Hatchback ,Automatic,2014,68061km,Reserved,two wheel drive,2200,Right Hand, ,petrol,5,5,4.54×1.84×1.70m,NA,2023-10-20 15:10:12,ufsauto,https://ufsauto.com/a0309350-mazda-cx-5-2014.html
B0309104,Honda Fit 2008,$1800,GE6-1145381,FIT,Honda,Hatchback ,Automatic,2008,213572km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/b0309104-honda-fit-2008.html
A0309353,Volkswagen Golf 2010,$4900,1KCCZ-WVWZZZ1KZ359977,GOLF,Volkswagen,Hatchback ,Automatic,2010,122980km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.21×1.79×1.46 m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/a0309353-volkswagen-golf-2010.html
A0309354,Mazda Demio 2012,$2400,DEJFS-145398,DEMIO,Mazda,Hatchback ,Automatic,2012,101918km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.47 m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/a0309354-mazda-demio-2012.html
A0309351,MercedesBenz Cla250 2014,$0,117344-139985,CLA250,MERCEDES BENZ,Hatchback ,Automatic,2014,146346km,Reserved,two wheel drive,2000,Right Hand, ,petrol,5,5,4.66×1.78×1.43 m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/a0309351-mercedes-enz-cla250-2014.html
B0309101,Honda Fit 2004,$1800,GD1-2135344,FIT,Honda,Hatchback ,Automatic,2004,13862km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.84×1.67×1.52 m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/b0309101-honda-fit-2004.html
A0309352,Audi Q5 2012,$6400,8RCDNF-131703,Q5,Audi,Hatchback ,Automatic,2012,91724km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.65×1.90×1.66 m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/a0309352-audi-q5-2012.html
B0309103,Mazda Demio 2009,$1900,DE3FS-257566,DEMIO,Mazda,Hatchback ,Automatic,2009,80968km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/b0309103-mazda-demio-2009.html
A0309355,Toyota Ractis 2010,$2400,NCP100-2019163,RACTIS,Toyota,Hatchback ,Automatic,2010,129954km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95mx1.69mx1.64m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/a0309355-toyota-ractis-2010.html
A0307181,2012 MAZDA CX-5,$0,KE2AW-101946,CX-5,Mazda,Suv ,Automatic,2012,130070km,Transit,2 Wheel Drive,2200,Right hand, ,petrol,5,5,"4.54m,1.84m,1.71m",0,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/catalog/product/view/id/7055/s/2012-mazda-cx-5/category/3/
B0309102,Mazda Demio 2008,$1900,DE3FS-166120,DEMIO,Mazda,Hatchback ,Automatic,2008,104834km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/b0309102-mazda-demio-2008.html
A0307137,2010 VOLKSWAGEN POLO,$2800,6RCBZ-AU066544,POLO,Volkswagen,Hatchback ,Automatic,2010,109472km,Durban,2 Wheel Drive,1200,Right hand, ,petrol,5,5,"3.99m,1.68m,1.47m",0,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/catalog/product/view/id/7034/s/2010-volkswagen-polo/category/3/
A0309356,Toyota Alphard 2006,$3400,ANH10-0131572,ALPHARD,Toyota,Hatchback ,Automatic,2006,168600km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:10:13,ufsauto,https://ufsauto.com/a0309356-toyota-alphard-2006.html
A0307134,2011 TOYOTA RACTIS,$2600,NCP120-2018342,RACTIS,Toyota,Hatchback ,Automatic,2011,90515km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.99×1.69×1.58 m,0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/7024/s/2011-toyota-ractis/category/3/
A0307189,2010 VOLKSWAGEN GOLF,$0,1KCAX-306481,GOLF,Volkswagen,Hatchback ,Automatic,2010,115424km,Transit,2 Wheel Drive,1400,Right hand, ,petrol,5,5,"4.21m,1.78m,1.50m",0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/7057/s/2010-volkswagen-golf/category/3/
A0306217,2010 TOYOTA RACTIS,$2100,NCP100-0132653,RACTIS,Toyota,Hatchback ,Automatic,2010,195380km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/6986/s/2010-toyota-ractis/category/3/
A0307023,2008 MAZDA PREMACY,$1700,CREW-314994,PREMACY,Mazda,Hatchback ,Automatic,2008,110561km,Japan,2 Wheel Drive,2000,Right hand, ,petrol,5,5,4.56×1.74×1.61 m,0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/6993/s/2008-mazda-premacy/category/3/
A0306211,2006 BMW 323 I,$2800,VB23-83552,323 I,BMW,Sedan ,Automatic,2006,75921km,Durban,2wd,2500,Right hand,Gray ,Petrol,5,5,4.52×1.81×1.44 m,0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/a0306211-bmw-323-i.html
AB0307020,2012 VOLKSWAGEN POLO,$2700,6RCBZ-076912,POLO,Volkswagen,Hatchback ,Automatic,2012,128353km,Durban,2 Wheel Drive,1200,Right hand, ,petrol,5,5,3.99×1.68×1.47 m,0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/6996/s/2012-volkswagen-polo/category/3/
A0309418,2007 MERCEDES C250,$5000,204052-WDD2040522A085563,C250,Mercedes Benz,Sedan ,Automatic,2007,162317km,Japan,2wd,2500,Right hand,White ,Petrol,5,5,4.63×1.77×1.43 m,NA,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/a0309418-mercedes-c250.html
A0306224,2012 MAZDA CX-5,$5000,KE2AW-104679,CX-5,Mazda,Suv ,Automatic,2012,97564km,Durban,2 Wheel Drive,2200,Right hand, ,petrol,5,5,4.54×1.84×1.70 m,0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/6988/s/2012-mazda-cx-5/category/3/
A0306233,2010 TOYOTA RACTIS,$2100,NCP100-2019093,RACTIS,Toyota,Hatchback ,Automatic,2010,97427km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:14,ufsauto,https://ufsauto.com/catalog/product/view/id/6989/s/2010-toyota-ractis/category/3/
A0307007,2006 TOYOTA MARK X,$2000,GRX120-0065598,MARK X,Toyota,Sedan ,Automatic,2006,96242km,Durban,2 Wheel Drive,2500,Right hand, ,petrol,5,5,4.73×1.77×1.43 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/6991/s/2006-toyota-mark%20x/category/3/
A0307056,2005 TOYOTA ALLEX,$3600,NZE121-5095295,ALLEX,Toyota,Hatchback ,Automatic,2005,168914km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.17×1.69×1.47 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/7009/s/2005-toyota-allex/category/3/
AB0307044,2008 HONDA FIT,$1600,GE6-1137295,FIT,Honda,Hatchback ,Automatic,2008,206306km,Japan,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/7006/s/2008-honda-fit/category/3/
A0307036,2010 MAZDA PREMACY,$1700,CREW-354869,PREMACY,Mazda,Hatchback ,Automatic,2010,126537km,Japan,2 Wheel Drive,2000,Right hand, ,petrol,5,5,4.56×1.74×1.61 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/6995/s/2010-mazda-premacy/category/3/
A0307053,2003 TOYOTA ALLION,$3200,NZT240-0045041,ALLION,Toyota,Sedan ,Automatic,2003,204093km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.60×1.69×1.47 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/7008/s/2003-toyota-allion/category/3/
A0307057,2007 TOYOTA RACTIS,$2100,NCP100-0081275,RACTIS,Toyota,Hatchback ,Automatic,2007,126383km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/7010/s/2007-toyota-ractis/category/3/
A0306218,2006 TOYOTA RACTIS,$2000,NCP100-0048087,RACTIS,Toyota,Hatchback ,Automatic,2006,173510km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/6987/s/2006-toyota-ractis/category/3/
A0307058,2009 TOYOTA RACTIS,$2400,NCP100-0134984,RACTIS,Toyota,Hatchback ,Automatic,2009,71542km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/7011/s/2009-toyota-ractis/category/3/
A0307103,2003 TOYOTA RAUM,$2300,NCZ20-0020280,RAUM,Toyota,Hatchback ,Automatic,2003,121610km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.04×1.69×1.53 m,0,2023-10-20 15:10:15,ufsauto,https://ufsauto.com/catalog/product/view/id/7022/s/2003-toyota-raum/category/3/
A0307120,2006 TOYOTA RACTIS,$2000,NCP100-0046538,RACTIS,Toyota,Hatchback ,Automatic,2006,93661km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7027/s/2006-toyota-ractis/category/3/
A0307142,2006 TOYOTA RACTIS,$2000,NCP100-0043573,RACTIS,Toyota,Hatchback ,Automatic,2006,166662km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7038/s/2006-toyota-ractis/category/3/
A0307164,2002 TOYOTA SPACIO,$2500,NZE121N-3135389,SPACIO,Toyota,Mini Van ,Automatic,2002,142496km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.24×1.69×1.61 m,0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7046/s/2002-toyota-spacio/category/3/
A0307139,2010 TOYOTA RACTIS,$2200,NCP100-2011688,RACTIS,Toyota,Hatchback ,Automatic,2010,37676km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7035/s/2010-toyota-ractis/category/3/
A0307150,2006 TOYOTA ALPHARD,$3200,ANH10-0148507,ALPHARD,Toyota,Van ,Automatic,2006,240540km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,4.82×1.82×1.93 m,0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7042/s/2006-toyota-alphard/category/3/
A0307192,2004 TOYOTA ALPHARD,$0,ANH10-0053540,ALPHARD,Toyota,Van ,Automatic,2004,236816km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,4.82×1.82×1.93 m,0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7058/s/2004-toyota-alphard/category/3/
A0307144,2006 TOYOTA HIACE VAN,$5500,KDH200-0053399,HIACE VAN,Toyota,Van ,Automatic,2006,140903km,Transit,2 Wheel Drive,2500,Right hand, ,petrol,5,5,"4.69m,1.69m,1.99m",0,2023-10-20 15:10:16,ufsauto,https://ufsauto.com/catalog/product/view/id/7039/s/2006-toyota-hiace-van/category/3/
A0307179,2015 TOYOTA HIACE,$0,KDH201-0184578,HIACE,Toyota,Van ,Automatic,2015,179038km,Japan,2 Wheel Drive,3000,Right hand, ,petrol,5,5,4.69×1.69×1.98 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7054/s/2015-toyota-hiace/category/3/
A0307175,2006 TOYOTA MARK X,$2000,GRX120-0080608,MARK X,Toyota,Sedan ,Automatic,2006,99366km,Durban,2 Wheel Drive,2500,Right hand, ,petrol,5,5,4.73×1.77×1.43 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7052/s/2006-toyota-mark-x/category/3/
A0307214,2006 TOYOTA RACTIS,$0,NCP100-0036600,RACTIS,Toyota,Hatchback ,Automatic,2006,62264km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7074/s/2006-toyota-ractis/category/3/
A0307197,2004 TOYOTA ALPHARD,$0,ANH10-0085098,ALPHARD,Toyota,Van ,Automatic,2004,196245km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,4.82×1.82×1.93 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7063/s/2004-toyota-alphard/category/3/
A0307174,2004 TOYOTA PROBOX VAN,$2600,NCP51-0075217,PROBOX VAN,Toyota,Hatchback ,Automatic,2004,130024km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.19×1.69×1.52 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7051/s/2004-toyota-probox-van/category/3/
A0307206,2000 NISSAN X-TRAIL,$0,NT30-001300,X-TRAIL,Nissan,Suv ,Automatic,2000,167029km,Transit,2 Wheel Drive,2000,Right hand, ,petrol,5,5,4.44×1.76×1.75 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7069/s/2000-nissan-x-trail/category/3/
A0307201,2011 VOLKSWAGEN POLO,$0,6RCBZ-038079,POLO,Volkswagen,Hatchback ,Automatic,2011,139096km,Transit,2 Wheel Drive,1200,Right hand, ,petrol,5,5,"3.99m,1.68m,1.47m",0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7066/s/2011-volkswagen-polo/category/3/
A0307216,2007 MAZDA DEMIO,$0,DE3FS-113746,DEMIO,Mazda,Hatchback ,Automatic,2007,99380km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7076/s/2007-mazda-demio/category/3/
A0307193,2004 TOYOTA ALPHARD,$0,ANH10-0076910,ALPHARD,Toyota,Van ,Automatic,2004,203667km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,4.82×1.82×1.93 m,0,2023-10-20 15:10:17,ufsauto,https://ufsauto.com/catalog/product/view/id/7059/s/2004-toyota-alphard/category/3/
A0307194,2006 TOYOTA RACTIS,$0,NCP100-0049510,RACTIS,Toyota,Hatchback ,Automatic,2006,82540km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7060/s/2006-toyota-ractis/category/3/
A0307203,2007 TOYOTA RACTIS,$0,NCP100-0076725,RACTIS,Toyota,Hatchback ,Automatic,2007,49897km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7067/s/2007-toyota-ractis/category/3/
A0307210,2007 TOYOTA PASSO,$0,QNC10-0072070,PASSO,Toyota,Hatchback ,Automatic,2007,34800km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.60×1.66×1.54 m,0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7071/s/2007-toyota-passo/category/3/
A0307205,2007 TOYOTA RACTIS,$0,NCP100-0076608,RACTIS,Toyota,Hatchback ,Automatic,2007,36012km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,3.95×1.69×1.64 m,0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7068/s/2007-toyota-ractis/category/3/
A0307215,2006 HONDA FIT,$0,GD1-2325619,FIT,Honda,Hatchback ,Automatic,2006,96242km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.84×1.67×1.52 m,0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7075/s/2006-honda-fit/category/3/
A0307207,2014 HONDA FIT,$0,GP5-3092780,FIT,Honda,Hatchback ,Automatic,2014,156716km,Reserved,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.52m",0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7070/s/2014-honda-fit/category/3/
A0307200,2008 TOYOTA AXIO,$0,NZE141-6061706,AXIO,Toyota,Sedan ,Automatic,2008,132000km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.40×1.69×1.46 m,0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7065/s/2008-toyota-axio/category/3/
AB0307071,2008 TOYOTA RACTIS,$0,NCP100-0109910,RACTIS,Toyota,Hatchback ,Automatic,2008,124643km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:18,ufsauto,https://ufsauto.com/catalog/product/view/id/7099/s/2008-toyota-ractis/category/3/
A0307212,2010 TOYOTA AURIS,$0,NZE151-1091975,AURIS,Toyota,Hatchback ,Automatic,2010,153000km,Transit,2 Wheel Drive,1500,Right hand, ,petrol,5,5,4.24×1.76×1.51 m,0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7072/s/2010-toyota-auris/category/3/
AB0307061,2006 TOYOTA RACTIS,$0,NCP100-0060624,RACTIS,Toyota,Hatchback ,Automatic,2006,129629km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7092/s/2006-toyota-ractis/category/3/
AB0307108,2002 TOYOTA ALPHARD,$0,ANH10-0008366,ALPHARD,Toyota,Van ,Automatic,2002,263326km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,4.82×1.82×1.93 m,0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7120/s/2002-toyota-alphard/category/3/
A0307213,2002 TOYOTA ALPHARD,$0,ANH10-0020202,ALPHARD,Toyota,Sedan ,Automatic,2002,71766km,Transit,2 Wheel Drive,2400,Right hand, ,petrol,5,5,"4.85m,1.82m,1.93 m",0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7073/s/2002-toyota-alphard/category/3/
AB0307107,2004 TOYOTA TOYOACE T,$0,TRY230-0008820,TOYOACE T,Toyota,Truck ,Automatic,2004,80254km,Transit,2 Wheel Drive,2000,Right hand, ,petrol,3,3,5.15×1.80×2.06 m,0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7119/s/2004-toyota-toyoace-t/category/3/
AB0307093,2005 TOYOTA ALPHARD,$0,MNH10-0077321,ALPHARD,Toyota,Van ,Automatic,2005,144208km,Transit,2 Wheel Drive,3000,Right hand, ,petrol,5,5,4.80×1.81×1.94 m,0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7110/s/2005-toyota-alphard/category/3/
AB0307080,2009 MAZDA DEMIO,$0,DE3FS-173385,DEMIO,Mazda,Hatchback ,Automatic,2009,173404km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7104/s/2009-mazda-demio/category/3/
AB0307101,2012 MAZDA CX-5,$0,KE2AW-102772,CX-5,Mazda,Suv ,Automatic,2012,130244km,Japan,2 Wheel Drive,2200,Right hand, ,petrol,5,5,4.54×1.84×1.70 m,0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7115/s/2012-mazda-cx-5/category/3/
AB0307057,2008 TOYOTA RACTIS,$0,NCP100-0112468,RACTIS,Toyota,Hatchback ,Automatic,2008,101092km,Japan,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7089/s/2008-toyota-ractis/category/3/
AB0307112,2010 MAZDA DEMIO,$0,DE3FS-300973,DEMIO,Mazda,Hatchback ,Automatic,2010,179303km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:19,ufsauto,https://ufsauto.com/catalog/product/view/id/7124/s/2010-mazda-demio/category/3/
AB0307083,2008 HONDA FIT,$0,GE6-1041521,FIT,Honda,Hatchback ,Automatic,2008,119660km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,3.90×1.69×1.52 m,0,2023-10-20 15:10:20,ufsauto,https://ufsauto.com/catalog/product/view/id/7107/s/2008-honda-fit/category/3/
AB0307067,2008 TOYOTA RACTIS,$0,NCP100-0124714,RACTIS,Toyota,Hatchback ,Automatic,2008,81075km,Durban,2 Wheel Drive,1500,Right hand, ,petrol,5,5,"3.95m,1.69m,1.64 m",0,2023-10-20 15:10:20,ufsauto,https://ufsauto.com/catalog/product/view/id/7097/s/2008-toyota-ractis/category/3/
AB0307109,2010 MAZDA DEMIO,$0,DE3FS-300454,DEMIO,Mazda,Hatchback ,Automatic,2010,66804km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:20,ufsauto,https://ufsauto.com/catalog/product/view/id/7121/s/2010-mazda-demio/category/3/
AB0307082,2010 MAZDA DEMIO,$0,DE3FS-353328,DEMIO,Mazda,Hatchback ,Automatic,2010,83145km,Transit,2 Wheel Drive,1300,Right hand, ,petrol,5,5,"3.88m,1.69m,1.47m",0,2023-10-20 15:10:20,ufsauto,https://ufsauto.com/catalog/product/view/id/7106/s/2010-mazda-demio/category/3/
